	i4x-IITBombayX-CS101_1x-video-641407821f3a44ee9530a3ea900e2e80	172.619893
	i4x-IITBombayX-CS101_1x-video-a3d6a7442ff949409f2d34dddea9a984	119.008066
	i4x-IITBombayX-CS101_1x-video-a43751d47a934a9da245f28a94e1759e	550.566027
	i4x-IITBombayX-CS101_1x-video-adf16f0ca0524a14a9ed2ba4663289f7	831.342032
	i4x-IITBombayX-CS101_1x-video-bed060e42cb34818aff4d9105059341a	1054.4485415
	i4x-IITBombayX-CS101_1x-video-e03113c234f14a848f725a44f8d1265d	661.431013
	i4x-IITBombayX-CS101_1x-video-eccdc5020c6b49c7990bea7d8307b244	949.5995
	i4x-IITBombayX-CS101_1x-video-fa1f6040f46a43298cc25fc33db89a83	917.749922
-TK	i4x-IITBombayX-CS101_1x-video-a3d6a7442ff949409f2d34dddea9a984	423.439663
-dagger-	i4x-IITBombayX-CS101_1x-video-62fdb447b6144befb5bd1f66f8da766d	819.437309
-dagger-	i4x-IITBombayX-CS101_1x-video-d8201d3718a34b3da9986374150dd966	610.430928
02skyBlue	i4x-IITBombayX-CS101_1x-video-a3d6a7442ff949409f2d34dddea9a984	22.504633
02skyBlue	i4x-IITBombayX-CS101_1x-video-a43751d47a934a9da245f28a94e1759e	20.628666
123123somi	i4x-IITBombayX-CS101_1x-video-fa1f6040f46a43298cc25fc33db89a83	214.861887
12AK	i4x-IITBombayX-CS101_1x-video-bd155f3df2254815ac1f6812f9b4e4bd	690.8126
143saf	i4x-IITBombayX-CS101_1x-video-2e83efb1ad5c4ba39a075eca242f6d52	722.974817
143saf	i4x-IITBombayX-CS101_1x-video-4132ae1e4124493c8ab1edbfb6e80dfe	365.798137
143saf	i4x-IITBombayX-CS101_1x-video-7f4a5b8ee172412f8fda3d4284ff14af	599.201363
143saf	i4x-IITBombayX-CS101_1x-video-9746c3497d77460195c74a8e0588d589	774.310435
143saf	i4x-IITBombayX-CS101_1x-video-d5cc17817ee34678bea3f5da66d00188	855.262908
143saf	i4x-IITBombayX-CS101_1x-video-f5a8749c5ff84f59ab71d2cdab36764b	712.26275
1JobHunt	i4x-IITBombayX-CS101_1x-video-261f1ca457224477984a69e5e0f9ac4c	1304.8998
1JobHunt	i4x-IITBombayX-CS101_1x-video-bed060e42cb34818aff4d9105059341a	1115.047142
1sko1	i4x-IITBombayX-CS101_1x-video-7f7d0dc837aa4fecbc04c1a8df04ee6e	740.973843945
23295salma	i4x-IITBombayX-CS101_1x-video-641407821f3a44ee9530a3ea900e2e80	-16.646023
23295salma	i4x-IITBombayX-CS101_1x-video-a43751d47a934a9da245f28a94e1759e	624.562
23295salma	i4x-IITBombayX-CS101_1x-video-e03113c234f14a848f725a44f8d1265d	973.257392
2bgreen	i4x-IITBombayX-CS101_1x-video-0da35293c921479db06062db258f9b11	-2734.5434215
2bgreen	i4x-IITBombayX-CS101_1x-video-4132ae1e4124493c8ab1edbfb6e80dfe	-622.4173364
2bgreen	i4x-IITBombayX-CS101_1x-video-527fd874c69e487a87cd3e632b596347	502.2760321
2bgreen	i4x-IITBombayX-CS101_1x-video-688429f0036648f6852fcd2197c30195	448.0999228
2bgreen	i4x-IITBombayX-CS101_1x-video-6eb3c310694649e8b4560ccd18c93ab1	-400.9402092
